gene	gene_id	R2	p_value_adj
PPP2R5C	ENSG00000078304	0.710040563785994	1.80286785640711e-19
RBFOX1	ENSG00000078328	0.865688972792732	5.79703898813295e-53
HOXA9	ENSG00000078399	0.96386879587641	3.14371183918543e-316
EDN1	ENSG00000078401	0.716489695932883	7.1339423688939e-21
MLLT10	ENSG00000078403	0.555427328495146	3.18823446167884e-11
ZCWPW1	ENSG00000078487	0.588077075062283	9.8832067647087e-13
ADCYAP1R1	ENSG00000078549	0.677013108029716	1.97946018610447e-12
FGF20	ENSG00000078579	0.393763029037898	6.75888910875487e-17
ITM2A	ENSG00000078596	0.731589536834429	8.04982306356809e-16
NRD1	ENSG00000078618	0.634346197074081	7.91447506771879e-12
VDAC3	ENSG00000078668	0.893878670290551	2.89852057611168e-61
BRINP1	ENSG00000078725	0.852535046103464	1.71999778928555e-54
ITCH	ENSG00000078747	0.568247881334548	2.01989487760523e-09
TP53INP2	ENSG00000078804	0.918512797778778	6.26335559599509e-84
SDF4	ENSG00000078808	0.83296494010849	9.52956060231186e-37
MYH7B	ENSG00000078814	0.891601761522318	2.83492240481935e-56
CLUL1	ENSG00000079101	0.619861503937264	2.07860321073407e-17
RUNX1T1	ENSG00000079102	0.861075777172721	1.02359119542999e-41
CDH17	ENSG00000079112	0.467201127078047	5.81726422028631e-16
FKBP7	ENSG00000079150	0.846770280465045	4.52707766232488e-35
OSBPL6	ENSG00000079156	0.869139410291421	2.92203020259637e-37
SLC1A3	ENSG00000079215	0.840621580863581	1.75662085463015e-38
XRCC5	ENSG00000079246	0.475137937282165	4.63262990242541e-07
SP140	ENSG00000079263	0.106476141452651	4.73860336277908e-09
TNS1	ENSG00000079308	0.779057110228728	1.63993684865246e-28
REXO1	ENSG00000079313	0.807438814927648	3.71061754694471e-34
SAR1A	ENSG00000079332	0.691685714234302	2.64685048398907e-17
CDC14A	ENSG00000079335	0.929332736023125	2.10499276655364e-78
RAPGEF3	ENSG00000079337	0.826386905474351	3.80690805148037e-27
CEACAM1	ENSG00000079385	0.808979029905288	8.90577304816081e-25
SENP1	ENSG00000079387	0.564051210022428	4.98788059412449e-09
DUSP13	ENSG00000079393	0.235904512184984	3.37801078071088e-10
CIC	ENSG00000079432	0.756852786263636	1.47867480315013e-24
LIPE	ENSG00000079435	0.657479729731473	1.13711769965284e-16
FDFT1	ENSG00000079459	0.661034621516333	2.34453130764273e-12
PAFAH1B3	ENSG00000079462	0.770192809463125	3.14620801083003e-24
AFM	ENSG00000079557	0.709975509485985	3.10322624568802e-39
KIF22	ENSG00000079616	0.726097152918425	1.9897859010694e-18
SCGN	ENSG00000079689	0.814898470654841	2.34690672904686e-42
LRRC16A	ENSG00000079691	0.805933821089099	1.68268419846303e-29
PGM1	ENSG00000079739	0.767027107736803	1.72496828453971e-28
DNM2	ENSG00000079805	0.685881901546696	4.17846562514286e-17
EPB41L2	ENSG00000079819	0.669488099037257	1.52240005932292e-14
RIMS1	ENSG00000079841	0.624553854114926	6.65796482304487e-17
MOXD1	ENSG00000079931	0.902648470798595	2.28446054683331e-63
STX7	ENSG00000079950	0.608365267388148	2.99804411567804e-13
RABL2B	ENSG00000079974	0.679958156647644	5.49473971565905e-18
KEAP1	ENSG00000079999	0.56122725424408	4.87805996774352e-10
PTPRH	ENSG00000080031	0.564697702598595	2.9324254563186e-08
DCT	ENSG00000080166	0.421256626612912	2.17909178542058e-23
SLC35C2	ENSG00000080189	0.68202189972205	5.05105929155132e-18
CRYBG3	ENSG00000080200	0.868250694671865	1.26761886778166e-51
EPHA6	ENSG00000080224	0.237442058639026	1.65919302560817e-05
SCTR	ENSG00000080293	0.620187199491077	2.21130902429312e-21
RFX3	ENSG00000080298	0.829797087961255	1.53958595427601e-36
RAB21	ENSG00000080371	0.727292240076589	3.24607795311126e-21
SLC4A4	ENSG00000080493	0.406388263756288	1.17604694133482e-06
SESN1	ENSG00000080546	0.812907042782402	3.7275235971615e-30
MID2	ENSG00000080561	0.624905322844683	3.26987743501983e-12
COL5A3	ENSG00000080573	0.908662775068392	1.60564919413365e-75
SRCAP	ENSG00000080603	0.556009383471443	4.70430578229557e-12
KIAA0020	ENSG00000080608	0.614447227736593	1.01466456552395e-11
CHRNA3	ENSG00000080644	0.675406000740516	1.43452693098995e-11
KCNN2	ENSG00000080709	0.86263749299003	1.06818204899746e-42
CNOT4	ENSG00000080802	0.622560098879397	4.08849224112984e-12
PSEN1	ENSG00000080815	0.759208464053844	2.55747073208053e-21
CPOX	ENSG00000080819	0.513339078358507	1.96506087743339e-08
CLDND1	ENSG00000080822	0.632132693785437	3.90595377088941e-13
DLGAP4	ENSG00000080845	0.616904131263042	2.1363585310772e-12
IGSF9B	ENSG00000080854	0.537245586795939	2.44488775575659e-09
RSBN1	ENSG00000081019	0.563231727964088	3.83390193147783e-10
AFP	ENSG00000081051	0.852243595724404	1.80086278450174e-39
COL4A4	ENSG00000081052	0.941736530524944	6.07618501677945e-132
TCF7	ENSG00000081059	0.552457065170163	1.32638051097869e-10
OSTM1	ENSG00000081087	0.643497546570052	5.66855193721325e-13
CDH7	ENSG00000081138	0.926748255667944	8.7671637140847e-139
IMPG2	ENSG00000081148	0.700426468500262	8.82513700030775e-19
PCNP	ENSG00000081154	0.648317042776372	1.71727087626385e-14
MEF2C	ENSG00000081189	0.561648305289473	2.87618992511808e-09
PTPRC	ENSG00000081237	0.79565733162493	6.74619379799131e-23
ZNF510	ENSG00000081386	0.624093243705794	3.71861212916616e-13
LRP2	ENSG00000081479	0.710299049293967	1.39421142375312e-22
JMJD4	ENSG00000081692	0.555540185255294	6.97510520181985e-11
DUSP12	ENSG00000081721	0.659332586458512	3.21135640274066e-12
KIAA0141	ENSG00000081791	0.794140716185226	8.25515317419084e-29
SLC13A1	ENSG00000081800	0.877538556124355	8.49300081604581e-49
CADPS2	ENSG00000081803	0.714840699100168	6.33045033808389e-15
PCDHB4	ENSG00000081818	0.588847112099051	5.06385104725523e-18
ATP8B1	ENSG00000081923	0.861517692976433	2.02956636557974e-38
IL12RB2	ENSG00000081985	0.280011283560547	1.08910326773877e-30
SMARCD3	ENSG00000082014	0.723059194993728	4.02543305479458e-19
WDR70	ENSG00000082068	0.660776226009462	7.29682913519604e-14
FYB	ENSG00000082074	0.452492108913192	7.31307634106919e-06
STRADB	ENSG00000082146	0.707781897068512	3.74168647007505e-16
BZW1	ENSG00000082153	0.661082516255948	3.47674028021934e-13
PGR	ENSG00000082175	0.786577963086659	4.12080041094904e-23
C1QTNF3	ENSG00000082196	0.755460531190421	2.42092199110669e-22
FAM135A	ENSG00000082269	0.488321499305834	3.11842044534148e-09
EPB41L3	ENSG00000082397	0.825955275603149	4.11416673533914e-37
COBLL1	ENSG00000082438	0.57227367987932	7.33608517356941e-13
KCNK2	ENSG00000082482	0.821211493377836	3.49439605986815e-43
SERTAD4	ENSG00000082497	0.834183046174187	1.28812619603846e-35
MRPL22	ENSG00000082515	0.505645882202007	1.08796721101819e-09
SEMA5B	ENSG00000082684	0.505287024452635	1.81752852207916e-08
GSK3B	ENSG00000082701	0.483135208095617	1.53757850650989e-07
XPO1	ENSG00000082898	0.601184350118628	5.96483029556025e-11
RNF13	ENSG00000082996	0.806532324715519	2.96297890933667e-28
TRPM3	ENSG00000083067	0.500202577017873	1.80221736374788e-09
PALB2	ENSG00000083093	0.576048387982245	2.01802561344072e-10
ZCCHC6	ENSG00000083223	0.449114627363665	9.80743227481191e-06
GRHL2	ENSG00000083307	0.925708780917797	7.13113486436606e-103
TNPO1	ENSG00000083312	0.560855988864202	1.60519267356122e-08
PLOD1	ENSG00000083444	0.531538263817012	1.75902184871419e-08
P2RX5	ENSG00000083454	0.217406479467491	5.54982357945215e-12
DIS3	ENSG00000083520	0.701472304867665	5.96432329077756e-15
PIBF1	ENSG00000083535	0.578764643718097	1.07163893742329e-09
TDRD3	ENSG00000083544	0.667123598774747	5.6473256752873e-14
NUFIP1	ENSG00000083635	0.682783419510396	8.16099163764282e-15
PDS5B	ENSG00000083642	0.589146068106418	2.59599721622731e-10
OXCT1	ENSG00000083720	0.662422217108582	4.19376370512354e-15
RRAGB	ENSG00000083750	0.649497957563538	9.56658088632742e-13
EPYC	ENSG00000083782	0.545721128266451	2.66295407763348e-07
CYLD	ENSG00000083799	0.811341060687769	9.96890897048575e-32
ZNF586	ENSG00000083828	0.545657136311646	2.39516319372566e-09
ZNF446	ENSG00000083838	0.713029228569269	2.55311676991714e-17
RPS5	ENSG00000083845	0.614525450401312	3.6938643095919e-13
YTHDC1	ENSG00000083896	0.639792764149893	4.33333464401133e-12
CHMP2B	ENSG00000083937	0.558662190440155	4.90910038133585e-11
ZMPSTE24	ENSG00000084073	0.779440332219568	5.63153723232011e-23
STARD7	ENSG00000084090	0.611707866504735	1.88984875396891e-13
HAL	ENSG00000084110	0.751829758667661	6.77428258168172e-22
GSTP1	ENSG00000084207	0.551529520067627	2.54044713339334e-10
SLCO1A2	ENSG00000084453	0	NA
NKAIN1	ENSG00000084628	0.796168281941982	3.55413762082921e-25
COL16A1	ENSG00000084636	0.717244558679868	4.19286152364984e-17
APOB	ENSG00000084674	0.874812460093574	4.95468455108971e-76
AGBL5	ENSG00000084693	0.602369702281846	1.73733103240929e-10
KIF3C	ENSG00000084731	0.633915708692084	1.11880057117268e-10
GCKR	ENSG00000084734	0.598027614310404	3.81031695507321e-26
HADHA	ENSG00000084754	0.679025383724735	3.87255859183165e-16
MAPRE3	ENSG00000084764	0.545281264677524	5.70222740021897e-08
CAD	ENSG00000084774	0.782757768422975	3.09090820043024e-27
CD59	ENSG00000085063	0.649372282293018	1.25869642618097e-14
CD82	ENSG00000085117	0.617542023264456	3.4164152742728e-08
BCORL1	ENSG00000085185	0.590262480263098	1.10769255416994e-09
TAF9	ENSG00000085231	0.759429618274262	4.64876224890913e-20
MYNN	ENSG00000085274	0.71315180381423	1.4770616415575e-17
MECOM	ENSG00000085276	0.765385759319444	4.69587357913443e-24
PREP	ENSG00000085377	0.562563103353811	4.48063447022167e-10
WDR47	ENSG00000085433	0.744488409759826	5.12100297158853e-19
WDFY1	ENSG00000085449	0.643273295240838	9.88848821098058e-11
ABCB1	ENSG00000085563	0.789356472504032	1.21988212558784e-28
ZNF213	ENSG00000085644	0.619277308853882	7.80015913736712e-12
AKR1B1	ENSG00000085662	0.852143727631109	4.55343059999407e-39
CTTN	ENSG00000085733	0.760712893369051	2.46562948569058e-26
WNT11	ENSG00000085741	0.661611045954673	6.31069749603151e-12
DDHD2	ENSG00000085788	0.565452742509244	2.04783454709727e-10
TTC39A	ENSG00000085831	0.697966266878184	3.93605419671106e-15
EPS15	ENSG00000085832	0.865952092753512	2.52071947375509e-43
ORC1	ENSG00000085840	0.563572299649045	1.12035197273656e-10
MGST2	ENSG00000085871	0.648932252133183	1.97047712015076e-13
CHERP	ENSG00000085872	0.800516697670364	3.71877372997304e-32
USP40	ENSG00000085982	0.753615362622676	3.73241437412442e-21
POMGNT1	ENSG00000085998	0.785691919327079	3.79384805583381e-24
RAD54L	ENSG00000085999	0.598708995175102	1.87199204708166e-11
MAST2	ENSG00000086015	0.788307537984829	1.25505688381598e-26
DNAJA1	ENSG00000086061	0.577685116803533	1.71800074319715e-10
CHMP5	ENSG00000086065	0.698389651204451	5.27752652433072e-17
AQP6	ENSG00000086159	0.774231474801052	2.66938953051918e-48
DIMT1	ENSG00000086189	0.662296210431437	4.67408516536501e-15
EPDR1	ENSG00000086289	0.761762415200397	1.39905860583833e-22
SNX10	ENSG00000086300	0.784957365729953	2.38154067532029e-24
SEPHS1	ENSG00000086475	0.598310750493464	1.1127904189403e-11
MRPL28	ENSG00000086504	0.827847269232668	1.29420425402181e-34
HBQ1	ENSG00000086506	0.519514450288853	4.77141914180398e-11
ITPKC	ENSG00000086544	0.748074929492611	1.19456837581605e-18
FAT2	ENSG00000086570	0.908185952911421	1.22965164779149e-98
RBM22	ENSG00000086589	0.624576195253818	6.12988522301163e-13
TMED2	ENSG00000086598	0.604945489008339	1.05192839169151e-08
ERO1LB	ENSG00000086619	0.771678418970052	6.10891500102942e-23
ZFAND6	ENSG00000086666	0.724754611043785	4.69129254877628e-19
HSD17B2	ENSG00000086696	0.757201854786283	4.71046912530507e-33
TXLNG	ENSG00000086712	0.614048061971249	1.00748081941996e-10
LAT2	ENSG00000086730	0.526887488111111	5.00081895582599e-09
ZW10	ENSG00000086827	0.605176455798748	6.384379030547e-11
ALG9	ENSG00000086848	0.783896145363182	1.37433243759107e-23
MYBPC2	ENSG00000086967	0.317606798469404	4.04508672852231e-06
NOX4	ENSG00000086991	0.852425821772581	7.86018910197987e-40
ACOX3	ENSG00000087008	0.831135066592995	1.78577897258002e-32
MTMR2	ENSG00000087053	0.664943995997694	2.57632542714268e-11
PPP1R15A	ENSG00000087074	0.779299930740815	4.7952153770764e-24
HSD17B14	ENSG00000087076	0.58395737548955	2.23631811537952e-10
TRIP6	ENSG00000087077	0.762296830910553	1.58698768268238e-23
ACHE	ENSG00000087085	0.576420869565662	1.00222986721344e-08
FTL	ENSG00000087086	0.498986752845492	6.54466154757601e-07
SRRT	ENSG00000087087	0.732545110891122	6.67611518477126e-21
BAX	ENSG00000087088	0.690133427748942	5.0730356822721e-21
NLK	ENSG00000087095	0.548432472511222	9.59663986948928e-11
ADAMTS2	ENSG00000087116	0.710490557233872	7.23892004986131e-19
ATXN7L3	ENSG00000087152	0.743643375407168	1.09749160214285e-23
PGS1	ENSG00000087157	0.723235767411753	7.58220660009526e-20
MT3	ENSG00000087250	0.812582266902783	2.70450219614674e-30
LPCAT2	ENSG00000087253	0.87778188294727	5.69620990668113e-51
SH3BP2	ENSG00000087266	0.694195281438244	2.73249133629522e-15
NOP14	ENSG00000087269	0.366964363391221	1.06567664789139e-05
TXNDC16	ENSG00000087301	0.609157806976595	3.10533577500188e-14
C14orf166	ENSG00000087302	0.620961373227993	2.28376305009663e-10
NID2	ENSG00000087303	0.558639288694926	1.9240492136038e-10
GMCL1	ENSG00000087338	0.700021095125024	2.5090577538488e-18
SF3B2	ENSG00000087365	0.520733978200842	7.21949939871039e-09
DNM1L	ENSG00000087470	0.617739597668929	2.93115169302086e-10
PTHLH	ENSG00000087494	0.503911716193901	7.05318440027941e-11
ERGIC2	ENSG00000087502	0.503000575045069	8.88194908988508e-09
TFAP2C	ENSG00000087510	0.769904365290636	1.96951281710759e-60
AURKA	ENSG00000087586	0.756742013752276	2.29789244291032e-22
PIR	ENSG00000087842	0.805496029484786	1.23320077892147e-26
AAMDC	ENSG00000087884	0.728534176160343	8.83624051563967e-19
RFX2	ENSG00000087903	0.613851916152765	1.16740312265536e-09
SLC6A14	ENSG00000087916	4.94768307568557e-15	NA
SULT2B1	ENSG00000088002	0.110024135509588	1.00471871616433e-09
ALG6	ENSG00000088035	0.521241165550237	2.23037968076207e-09
CNOT3	ENSG00000088038	0.72689231857046	6.11680649006216e-21
KHSRP	ENSG00000088247	0.726945585061624	2.29365626715978e-17
GNA11	ENSG00000088256	0.741576184439138	5.03684640016427e-20
ASAP3	ENSG00000088280	0.742770261391911	2.33197104849812e-20
EDEM2	ENSG00000088298	0.601901477173437	2.52662075500731e-08
DNMT3B	ENSG00000088305	0.603450653381327	1.17589977614908e-11
REM1	ENSG00000088320	0.823451707300998	2.93008990277992e-53
EPB41L1	ENSG00000088367	0.655944722688237	5.1329285078014e-14
SLC15A1	ENSG00000088386	0.929496502966026	3.0730024766563e-68
TGDS	ENSG00000088451	0.660916958136534	4.95975820002892e-15
DOCK3	ENSG00000088538	0.734528082006644	3.19699694066741e-24
C3orf18	ENSG00000088543	0.793573722909475	1.18973784324964e-23
COQ9	ENSG00000088682	0.833704550866611	2.56093399720406e-33
KIF9	ENSG00000088727	0.51750989145202	9.07888533753998e-08
ARHGAP28	ENSG00000088756	0.768291944194586	6.31644177480327e-20
CRLS1	ENSG00000088766	0.785582316786117	2.07204587917822e-27
PPP1R13B	ENSG00000088808	0.787270801019928	1.20639966845098e-26
SMOX	ENSG00000088826	0.683056420825372	2.31798186119838e-16
FKBP1A	ENSG00000088832	0.709519588588746	1.56842376742817e-15
SLC4A11	ENSG00000088836	0.524401301503086	7.48759748283242e-12
C20orf194	ENSG00000088854	0.725273067165634	3.31462031751006e-14
ZNF343	ENSG00000088876	0.627267038385813	1.2101280503953e-12
CPXM1	ENSG00000088882	0.824644440281353	5.1696696638447e-36
LZTS3	ENSG00000088899	0.615649674241056	1.97695641845375e-12
F11	ENSG00000088926	0.617638859824129	1.0900572596791e-09
XRN2	ENSG00000088930	0.537313001493146	4.84353736044785e-09
TESC	ENSG00000088992	0.557419737375016	6.67809123449934e-10
SNX5	ENSG00000089006	0.638494528711389	2.89477736951419e-12
MAPKAPK5	ENSG00000089022	0.623526158117344	1.57810944774865e-11
P2RX7	ENSG00000089041	0.503957937278202	9.84305927734399e-18
ESF1	ENSG00000089048	0.634963586096375	2.69748115865324e-12
RBBP9	ENSG00000089050	0.801267849661462	5.39612423158361e-26
DZANK1	ENSG00000089091	0.816950520086705	8.39135893559583e-35
KDM2B	ENSG00000089094	0.893994096425787	4.2796710635026e-52
TASP1	ENSG00000089123	0.656404163934408	1.18532612331336e-14
OAS1	ENSG00000089127	0.72115055599572	1.20976964775941e-21
GCN1L1	ENSG00000089154	0.5999850360272	2.5570931124538e-13
PXN	ENSG00000089159	0.684482525089828	2.11438840912556e-14
SIRT4	ENSG00000089163	0.836211554475741	1.60014176459122e-44
TRMT6	ENSG00000089195	0.691946662966118	3.11829875078877e-16
CHGB	ENSG00000089199	0.804140157519705	1.71599734598806e-29
TBX5	ENSG00000089225	0.968067340148078	2.6232327349205e-127
FXYD5	ENSG00000089327	0.764950452065326	2.51577247556031e-21
GRAMD1A	ENSG00000089351	0.738758848949342	1.70894288157593e-21
FXYD3	ENSG00000089356	0.819948861053036	1.97394726652873e-64
CDIP1	ENSG00000089486	0.617054095740589	2.2159097337968e-10
GANAB	ENSG00000089597	0.564003936290051	6.01166661275165e-09
GMIP	ENSG00000089639	0.785629381904981	5.77579462375145e-26
LAG3	ENSG00000089692	0.458221688855988	2.72083776947907e-08
MLF2	ENSG00000089693	0.634785421557786	6.72361237682601e-13
OTUB2	ENSG00000089723	0.887271229336903	5.85340585636511e-53
NECAP1	ENSG00000089818	0.722029512989344	8.09340050944068e-17
ARHGAP4	ENSG00000089820	0.74898944984578	4.3990696499171e-26
DHX32	ENSG00000089876	0.804295509450879	1.01641479645399e-28
LTBP4	ENSG00000090006	0.622280714337155	3.88335188223187e-13
BLVRB	ENSG00000090013	0.642831648043549	2.35904799330587e-15
SLC9A1	ENSG00000090020	0.538891989536953	4.26930979875419e-10
SPTLC1	ENSG00000090054	0.816476793376485	7.09041121511448e-28
PAPOLA	ENSG00000090060	0.629993779212976	3.52103652655057e-13
PCBP4	ENSG00000090097	0.708721035090657	6.68626845300333e-19
YPEL3	ENSG00000090238	0.584728091724629	5.10062195551201e-08
MRPS33	ENSG00000090263	0.386778884531214	8.31170749957933e-06
NDUFB2	ENSG00000090266	0.845313764376574	7.86355436084126e-38
NUDC	ENSG00000090273	0.577451971347897	2.83885210548977e-10
MAEA	ENSG00000090316	0.632804586860972	1.958149208792e-13
STRN4	ENSG00000090372	0.831090208184839	1.40864188605702e-37
IRAK3	ENSG00000090376	0.897444478236577	5.85972705103639e-51
LYZ	ENSG00000090382	0.652746903244544	5.77092566658147e-14
TFAP4	ENSG00000090447	0.807757118822701	4.25923367298017e-29
PDCD7	ENSG00000090470	0.602748747306928	3.0163867201194e-09
SPG21	ENSG00000090487	0.574771305265789	1.35931933090725e-10
LEPREL1	ENSG00000090530	0.860730249787303	7.27705719964416e-39
THPO	ENSG00000090534	0.273334138856941	0.00110634198978558
RAB11FIP3	ENSG00000090565	0.813063824348263	1.18795445866055e-32
GNPTG	ENSG00000090581	0.662673140311288	2.29248918770867e-15
ZNF268	ENSG00000090612	0.802946560978251	4.44661750116386e-28
GOLGA3	ENSG00000090615	0.680122219211399	3.92414537400454e-16
PABPC4	ENSG00000090621	0.71255942012361	4.32619701368328e-17
CD209	ENSG00000090659	0.687277712413973	3.82517253351011e-128
MCOLN1	ENSG00000090674	0.631641834842914	1.06607691654122e-14
USP48	ENSG00000090686	0.625171507095515	1.13791504112658e-12
EFNB1	ENSG00000090776	0.84678530229297	6.95727859592182e-37
PLEKHG2	ENSG00000090924	0.651726890731533	5.09613584600565e-15
DLL3	ENSG00000090932	0.650415777620245	7.53681961296418e-23
NAT14	ENSG00000090971	0.727577146620036	3.89197769739469e-20
PITPNM2	ENSG00000090975	0.818044128879701	6.40856666725457e-28
EXOC1	ENSG00000090989	0.683515845171504	2.86782082689208e-16
RBM27	ENSG00000091009	0.384125498763703	8.35417135221988e-05
DTX2	ENSG00000091073	0.653789531084331	5.4297512748457e-18
NLRC4	ENSG00000091106	0.204829157377836	1.7716499822811e-12
LAMB4	ENSG00000091128	0.461886286698585	2.25986483767082e-28
SLC26A4	ENSG00000091137	0.483315701164889	2.70538365077027e-24
DLD	ENSG00000091140	0.554422618290384	1.57057664487302e-10
TXNL1	ENSG00000091164	0.58173729543829	2.09722754746706e-10
ABCC6	ENSG00000091262	0.632189252542728	5.79048668474843e-12
CMTM6	ENSG00000091317	0.780000029025784	3.01487112218862e-22
ITGA6	ENSG00000091409	0.650512969692182	1.23427376623926e-12
RAPGEF4	ENSG00000091428	0.73073356751973	5.33969488222936e-21
MLTK	ENSG00000091436	0.76748931619557	3.01647231657018e-21
SMPX	ENSG00000091482	0.976121910854257	0
FH	ENSG00000091483	0.916939313212962	2.77133087777297e-82
SEL1L3	ENSG00000091490	0.636193272688456	9.15510064171707e-11
TF	ENSG00000091513	0.860993640200913	3.06352991408296e-44
MYO15A	ENSG00000091536	0.901517012648551	8.04032698966945e-90
ALKBH5	ENSG00000091542	0.763385063021818	1.24389299137336e-22
APOH	ENSG00000091583	0.542806759336615	2.65026668145272e-06
NLRP1	ENSG00000091592	0.439181985062856	3.95018287298817e-07
PITPNM3	ENSG00000091622	0.917389168616481	9.47853937503611e-72
SPAG7	ENSG00000091640	0.901254495891123	4.72788659622573e-58
ZFHX4	ENSG00000091656	0.784262715896959	2.45942317638639e-22
CPA1	ENSG00000091704	0.188672067239244	2.92556086901109e-07
CD200	ENSG00000091972	0.801014577547288	3.68571418612828e-29
PPP2R3C	ENSG00000092020	0.700864723970506	1.38802959895935e-17
JPH4	ENSG00000092051	0.867973895724194	2.67720914266614e-51
MYH7	ENSG00000092054	0.956973423417192	0
SLC7A8	ENSG00000092068	0.800381580461002	3.9784513047842e-28
RNF31	ENSG00000092098	0.554232535156763	9.07600543522041e-12
SCFD1	ENSG00000092108	0.775405396063386	7.82561680165055e-24
HNRNPC	ENSG00000092199	0.647349614995155	2.17817850551591e-13
SUPT16H	ENSG00000092201	0.59029592659234	7.83010111818412e-11
TGM1	ENSG00000092295	0.631225101400927	2.10059893096231e-13
DAZL	ENSG00000092345	0.317156088486168	2.80037741888667e-10
SEMA6A	ENSG00000092421	0.87216356088102	1.45978694019978e-42
TRPM7	ENSG00000092439	0.50462736200477	8.21410017646987e-08
TYRO3	ENSG00000092445	0.797590673548368	2.99543580343933e-25
CAPN3	ENSG00000092529	0.625848150737034	5.69095045301594e-15
PHGDH	ENSG00000092621	0.303427210064018	5.23087994214708e-05
COL9A3	ENSG00000092758	0.74696300943005	7.48843047035169e-24
EZR	ENSG00000092820	0.820684233024206	2.45016503410249e-30
MYL6	ENSG00000092841	0.780182764107159	5.76929426709012e-26
AGO1	ENSG00000092847	0.769652228558756	1.85861220160867e-23
TEKT2	ENSG00000092850	0.863654817798247	7.14555294904892e-53
UNC13D	ENSG00000092929	0.782275168898783	1.48619859433745e-26
MFSD11	ENSG00000092931	0.620120125639325	1.00575558524864e-11
DPYSL2	ENSG00000092964	0.681068998092553	4.93718718655621e-16
TGFB2	ENSG00000092969	0.681586621496913	1.62850131361992e-15
GPATCH2	ENSG00000092978	0.700402441553508	1.2963452921421e-15
NUP50	ENSG00000093000	0.764912556467553	3.794611727481e-21
COMT	ENSG00000093010	0.671443422932478	9.55883918130809e-14
VNN3	ENSG00000093134	0	NA
ECHDC1	ENSG00000093144	0.672926189707599	1.07001188220033e-14
LRRFIP2	ENSG00000093167	0.932175728813722	3.97207214675938e-86
SEC22C	ENSG00000093183	0.495155709316628	8.57948867631872e-08
XYLB	ENSG00000093217	0.687619035301436	3.17085645733238e-16
HDAC6	ENSG00000094631	0.643317474674919	4.17431455491451e-16
GABRP	ENSG00000094755	0.735104751206083	2.31477278059419e-30
UPRT	ENSG00000094841	0.483399660362836	5.10637709851971e-07
CDC23	ENSG00000094880	0.612209627848799	3.88153907945936e-11
AAAS	ENSG00000094914	0.601796955170644	4.52975084020043e-15
FMO2	ENSG00000094963	0.923443688831713	1.6381992229283e-207
SUCO	ENSG00000094975	0.735415187593226	2.23042395258868e-17
MAP3K1	ENSG00000095015	0.84641225227057	2.6490589352503e-35
DHPS	ENSG00000095059	0.683085405969691	1.57577124983514e-18
HOOK2	ENSG00000095066	0.599275464311214	7.78973088776302e-12
EPB41L4B	ENSG00000095203	0.770946408451418	5.37314620559368e-22
PSMD5	ENSG00000095261	0.725397455045856	7.23230058486834e-20
PTGS1	ENSG00000095303	0.641725005995924	2.66400885183986e-12
CRAT	ENSG00000095321	0.805844903315648	1.53178170568503e-28
SH2D3C	ENSG00000095370	0.756810578008057	7.56008497820336e-21
DFNB31	ENSG00000095397	0.588468313566628	5.37958704436189e-10
SEMA4G	ENSG00000095539	0.483044422667952	0.000259774931735868
IKZF5	ENSG00000095574	0.620174738468225	1.9778650511878e-15
BLNK	ENSG00000095585	0.921797891295068	4.04371820745093e-165
TLL2	ENSG00000095587	0.930094158117728	3.01640140246075e-118
SORBS1	ENSG00000095637	0.77378405525455	1.19211501398361e-16
CRTAC1	ENSG00000095713	0.779980396164376	7.14363386659542e-23
BAMBI	ENSG00000095739	0.802375640296507	3.49866148580369e-29
IL11	ENSG00000095752	0.727514727682231	1.37257038408528e-69
MYO3A	ENSG00000095777	0.868899761251153	7.62631130941483e-40
WAC	ENSG00000095787	0.557646781702051	1.10671733763967e-09
CREM	ENSG00000095794	0.640803619389528	1.19658373546281e-15
NUBP2	ENSG00000095906	0.769226865177132	1.78961579085062e-29
C19orf77	ENSG00000095932	3.9076090496355e-16	NA
TREM2	ENSG00000095970	0.403106322971247	2.69583685723506e-10
SRPK1	ENSG00000096063	0.724338089503239	1.22157214546387e-17
BRPF3	ENSG00000096070	0.585000270154943	7.00436067748175e-10
MRPS18A	ENSG00000096080	0.547712900863964	7.17336703248917e-10
TMEM14A	ENSG00000096092	0.749458432821018	1.96938613608141e-20
EFHC1	ENSG00000096093	0.728334576916437	4.60879187959858e-21
MLN	ENSG00000096395	0	NA
ITPR3	ENSG00000096433	0.728758528087483	3.03504719637488e-13
ZNF184	ENSG00000096654	0.573268323162246	1.20878316780817e-10
SIRT1	ENSG00000096717	0.644549562975636	1.00162338409013e-13
HNRNPH3	ENSG00000096746	0.509758933169215	1.30771489985801e-08
IFT74	ENSG00000096872	0.718466657256968	2.19584194493824e-18
JAK2	ENSG00000096968	0.766565036693179	3.61180137841352e-26
ACOT7	ENSG00000097021	0.575438300398524	7.67976795699411e-10
SH3GLB1	ENSG00000097033	0.773508932253632	1.63979707633388e-23
PCSK5	ENSG00000099139	0.795193987804849	1.51290268199183e-27
SCD	ENSG00000099194	0.638817205753311	1.36897259290883e-10
TMED1	ENSG00000099203	0.755964173967439	5.24174726138317e-22
ABLIM1	ENSG00000099204	0.841944936820208	1.72420512704325e-37
RAB18	ENSG00000099246	0.689024377266301	8.43408842792993e-18
PALMD	ENSG00000099260	0.86243406017077	1.74114702787273e-50
