hgnc	chrom	lof_indel	lof_snv	missense_indel	missense_snv	p_lof	p_func
CLDN4	7	0	0	0	1	1.0	2.0182713045526782e-05
CLIP3	19	0	0	0	1	1.0	4.774836629641614e-05
CLK1	2	0	0	0	1	1.0	3.3742942682044705e-05
CLK3	15	0	0	0	1	1.0	4.4237918245187024e-05
CLNK	4	0	0	0	1	1.0	2.5158037324831606e-05
CLPTM1	19	0	0	0	1	1.0	5.754388905199716e-05
CLSTN1	1	0	0	0	1	1.0	7.747895951578314e-05
CLSTN3	12	0	0	0	1	1.0	6.95837862843518e-05
CLTA	9	0	0	0	1	1.0	1.8338290524011935e-05
CLTCL1	22	0	0	0	1	1.0	0.00010644478755577857
CLUH	17	0	0	0	2	1.0	6.495032195895217e-09
CMSS1	3	0	0	0	1	1.0	1.7424671712664577e-05
CNDP1	18	0	0	0	1	1.0	3.892930789813462e-05
CNGA2	X	0	0	0	1	1.0	1.0060530352544564e-05
CNGA3	2	0	0	0	1	1.0	5.265280649234599e-05
CNKSR1	1	0	0	0	1	1.0	5.3334873046401755e-05
CNN1	19	0	0	0	1	1.0	2.525728630985878e-05
CNOT1	16	0	1	0	0	2.2933200398086037e-05	0.0001523922069979961
CNOT3	19	0	0	0	1	1.0	6.129975787463682e-05
CNOT6	5	0	0	0	1	1.0	3.417421776581924e-05
CNPY4	7	0	0	0	1	1.0	1.7705940393780242e-05
CNTF	11	0	0	0	1	1.0	1.4432264773281421e-05
CNTLN	9	0	0	0	1	1.0	8.467393574941173e-05
CNTN2	1	0	0	0	1	1.0	8.866138687649954e-05
CNTN6	3	0	0	0	1	1.0	6.101619294718091e-05
COBLL1	2	0	0	0	1	1.0	6.561097482095608e-05
COG2	1	0	0	0	1	1.0	4.8961236524434845e-05
COL11A2	6	0	0	0	1	1.0	0.00012835341984053858
COL15A1	9	0	1	0	2	1.3191712933935642e-05	1.5022677511031672e-13
COL16A1	1	0	0	0	1	1.0	0.00011245220241140064
COL20A1	20	0	0	0	1	1.0	8.849735711742338e-05
COL23A1	5	1	0	0	0	5.9043813036156085e-06	3.2060953904420895e-05
COL4A1	13	0	0	0	1	1.0	0.00011459209763043031
COL4A2	13	0	0	0	1	1.0	0.00012408143146577436
COL4A3	2	0	1	0	0	1.6228925855604848e-05	0.0001032943800775451
COL4A3BP	5	0	0	0	1	1.0	4.225051754244018e-05
COL5A3	19	0	0	0	1	1.0	0.0001245772081408803
COL6A6	3	0	0	0	2	1.0	1.0414399783769414e-08
COL7A1	3	0	0	0	1	1.0	0.00024881639596898905
COL8A2	1	0	1	0	0	4.294489298534329e-06	3.890669164335764e-05
COLGALT1	19	0	0	0	2	1.0	1.0780656049271588e-09
COLGALT2	1	0	0	0	1	1.0	4.399831544090061e-05
COPA	1	0	0	0	1	1.0	8.698293637935973e-05
COPB2	3	0	1	0	1	9.047035998578503e-06	1.4443461616142665e-09
COPG1	3	0	0	0	1	1.0	6.48449240617633e-05
COPZ2	17	0	0	0	1	1.0	0.0
COQ3	6	0	0	1	0	1.0	2.1541433824331777e-05
CORIN	4	0	0	0	1	1.0	7.094500642280647e-05
CORO2B	15	0	0	0	1	1.0	4.1467433332488525e-05
COX15	10	0	0	0	1	1.0	2.7831112335121997e-05
COX18	4	0	1	0	0	2.8780349001336273e-06	2.176024469986604e-05
COX7A2L	2	0	0	0	1	1.0	7.997039034387832e-06
CPA2	7	0	0	0	1	1.0	2.7782050307417763e-05
CPA3	3	0	0	0	1	1.0	2.793297552466087e-05
CPD	17	0	0	0	2	1.0	3.44119413760858e-09
CPEB2	4	0	0	0	1	1.0	3.978917745676443e-05
CPED1	7	1	0	0	0	9.96361851405774e-06	6.166940221006549e-05
CPNE4	3	0	1	0	0	5.364052445905134e-06	3.663531070972527e-05
CPOX	3	0	0	0	1	1.0	2.7988151665082843e-05
CPSF1	8	0	0	0	2	1.0	7.4434583310649264e-09
CPSF4L	17	0	0	0	1	1.0	0.0
CPSF7	11	0	0	0	1	1.0	3.727412000051352e-05
CPT1A	11	0	0	0	1	1.0	6.779306272744301e-05
CR1L	1	0	0	0	1	1.0	3.628636488080568e-05
CR2	1	0	0	0	1	1.0	7.180142033447911e-05
CRAMP1L	16	0	0	0	2	1.0	2.6429633751577644e-09
CRB1	1	0	0	0	1	1.0	7.819726964854705e-05
CRB2	9	0	0	0	1	1.0	9.241293582149408e-05
CREB1	2	0	0	0	1	1.0	2.1003774216008454e-05
CREB5	7	0	0	0	1	1.0	3.6855442215043865e-05
CREBBP	16	0	2	0	0	2.759325465257556e-10	1.682329544244494e-08
CREBRF	5	0	0	0	1	1.0	3.635627140695548e-05
CRHR1	17	0	0	0	1	1.0	2.0000424099384e-05
CRIM1	2	0	0	0	2	1.0	3.1757790780876635e-09
CRLF3	17	0	0	0	1	1.0	3.076248479536067e-05
CRNN	1	0	0	0	1	1.0	3.020545725732764e-05
CRTC1	19	0	0	0	1	1.0	5.046424030733241e-05
CRYAA	21	0	0	0	1	1.0	1.83047767792292e-05
CSK	15	0	0	0	1	1.0	4.043341151693563e-05
CSMD3	8	0	1	0	0	3.62550623361939e-05	0.00022844905677193056
CSNK2A1	20	0	0	0	1	1.0	2.889777375669244e-05
CSNK2A3	11	0	0	0	1	1.0	0.0
CSNK2B	6	0	0	0	1	1.0	1.5917562475098477e-05
CST4	20	0	0	0	1	1.0	1.0650974047610501e-05
CSTF2T	10	0	0	1	0	1.0	4.1322514410527374e-05
CTAGE1	18	0	0	0	1	1.0	4.2201789061597343e-05
CTBP2	10	1	0	0	0	8.28024438458572e-06	8.910293537283106e-05
CTCF	16	0	0	0	3	1.0	2.6216538573457597e-14
CTCFL	20	0	0	0	1	1.0	4.883239280805616e-05
CTDSP1	2	1	0	0	0	2.7905725697315217e-06	2.1620410148425185e-05
CTDSPL2	15	0	0	0	2	1.0	4.4012454976693615e-10
CTNNA1	5	0	0	0	2	1.0	2.0932303458480963e-09
CTNNB1	3	1	1	0	0	2.827605647437112e-11	1.387608256272932e-09
CTNNBIP1	1	0	1	0	0	1.0900838322177855e-06	7.762799489556878e-06
CTNND1	11	1	0	0	1	7.759817629452106e-06	2.710991485550798e-09
CTR9	11	0	1	0	1	1.2096155439895373e-05	3.133494945732526e-09
CTRB1	16	0	0	0	1	1.0	2.1535355786679946e-05
CTSK	1	0	0	0	1	1.0	1.9878416765818222e-05
CTSZ	20	0	1	0	0	2.571863331032188e-06	2.0833800328617637e-05
CTTNBP2	7	0	0	0	1	1.0	0.00010130343888889718
CTU2	16	0	0	0	1	1.0	4.055166953987087e-05
CUL1	7	0	0	0	1	1.0	5.380789084208332e-05
CUL3	2	0	1	0	1	7.45333738398333e-06	1.33935923886034e-09
CUL4B	X	0	0	0	1	1.0	1.1735962306408185e-05
CUX2	12	0	0	0	1	1.0	0.00011408959853445174
CUZD1	10	0	0	0	1	1.0	3.570879023999159e-05
CXorf30	X	0	0	0	1	1.0	0.0
CXorf36	X	0	0	0	1	1.0	6.154259705576773e-06
CYFIP1	15	0	0	0	1	1.0	0.00010527045839056648
CYFIP2	5	0	0	0	1	1.0	9.39196201647917e-05
CYP11A1	15	0	0	0	1	1.0	2.876656150045115e-05
CYP21A2	6	1	0	0	1	4.173613976691981e-06	5.840973117527149e-10
CYP26A1	10	0	0	0	1	1.0	3.874285870204004e-05
CYP26C1	10	0	0	0	1	1.0	4.00189050842073e-05
CYP27C1	2	0	0	0	2	1.0	4.2014316978922085e-10
CYP2C9	10	0	1	0	0	3.716987056455401e-06	2.916660245210686e-05
CYP2J2	1	0	0	0	1	1.0	3.354256792873992e-05
CYP2U1	4	0	0	0	1	1.0	2.7202836774448165e-05
CYP3A4	7	0	0	0	1	1.0	2.9508650830292806e-05
CYP4F11	19	0	0	0	1	1.0	4.107610272875758e-05
DAAM1	14	0	0	0	1	1.0	7.05067669624575e-05
DALRD3	3	0	0	0	1	1.0	2.4893343093514808e-05
DAPK3	19	0	0	0	1	1.0	4.6147860196654145e-05
DARS	2	0	1	0	0	5.709934968529255e-06	3.4074071324160404e-05
DAZAP1	19	1	0	0	0	4.373994697811523e-06	3.1050004964485395e-05
DBF4B	17	0	0	0	1	1.0	4.123215067809182e-05
DCAF12L2	X	0	0	0	1	1.0	9.846653059406903e-06
DCAF4	14	0	0	0	1	1.0	4.190750981726726e-05
DCAF8	1	0	1	0	0	5.797591925744071e-06	4.4138998811312036e-05
DCHS1	11	0	0	0	2	1.0	2.632905317620404e-08
DCHS2	4	0	0	0	2	1.0	1.50214899609919e-08
DCLK1	13	0	0	0	1	1.0	5.604247457629022e-05
DCXR	17	0	0	0	1	1.0	1.885771105124023e-05
DDB1	11	0	0	0	2	1.0	3.323737668317258e-09
DDIT3	12	0	0	0	1	1.0	1.1549784827189749e-05
DDO	6	0	0	0	1	1.0	2.486769905619494e-05
DDR2	1	0	0	0	1	1.0	5.7590279610486995e-05
DDX1	2	0	0	0	1	1.0	4.23474132237884e-05
DDX10	11	0	0	0	2	1.0	1.5144610527986737e-09
DDX19A	16	0	0	0	1	1.0	3.422743347400876e-05
DDX23	12	0	0	0	1	1.0	7.192055679976092e-05
DDX3X	X	0	1	0	4	1.480655648209357e-06	1.662888694689798e-27
DDX51	12	0	0	0	1	1.0	4.204427215148066e-05
DDX59	1	0	0	0	1	1.0	3.598497610880065e-05
DDX60	4	0	0	0	1	1.0	0.00010139258169750414
DDX60L	4	1	0	0	1	1.3020458701265096e-05	4.2688849923617354e-09
DEF8	16	0	0	0	1	1.0	4.023659038598088e-05
DEFB128	20	0	0	0	1	1.0	4.748979203164789e-06
DENND2A	7	0	0	0	1	1.0	7.423144266118348e-05
DENND2C	1	0	0	0	2	1.0	1.62060530054515e-09
DENND5A	11	0	0	0	1	1.0	8.492751723740668e-05
DFFB	1	0	0	0	1	1.0	2.8455836698278696e-05
DGCR2	22	0	0	0	1	1.0	4.7874980718459055e-05
DGKA	12	0	0	0	1	1.0	5.094546578336227e-05
DGKD	2	0	0	0	1	1.0	9.451260131616371e-05
DGUOK	2	0	0	0	2	1.0	1.9459132654831745e-10
DHDH	19	0	0	0	1	1.0	3.020200586525144e-05
DHX32	10	0	0	0	1	1.0	4.526002704722442e-05
DHX35	20	0	0	0	1	1.0	5.175546230125439e-05
DHX38	16	0	0	0	2	1.0	5.281130706421518e-09
DHX58	17	0	0	0	1	1.0	5.513442234284196e-05
DHX8	17	0	0	0	1	1.0	9.00103354000252e-05
DHX9	1	1	0	0	0	1.3979283879486017e-05	8.32373402899406e-05
DIAPH3	13	0	0	0	3	1.0	6.972461078270946e-14
DIDO1	20	0	0	0	3	1.0	1.1449500399452038e-12
DIP2C	10	0	0	0	2	1.0	9.381900570950134e-09
DISP1	1	0	0	0	1	1.0	9.446119840727256e-05
DLC1	8	0	0	0	1	1.0	0.00010934840495903471
DLD	7	0	0	0	2	1.0	4.5966863508218546e-10
DLEC1	3	0	0	0	2	1.0	7.983704548057682e-09
DLG2	11	0	0	0	1	1.0	6.254412804564402e-05
DLGAP5	14	0	0	0	1	1.0	4.682126736533366e-05
DLL4	15	0	0	0	1	1.0	5.944546479323389e-05
DMBT1	10	0	0	0	1	1.0	0.00016382814969346634
DMBX1	1	0	0	0	1	1.0	3.124220696597779e-05
DMWD	19	0	0	0	1	1.0	5.116707023413616e-05
DMXL1	5	0	0	0	2	1.0	1.546304669241741e-08
DMXL2	15	0	0	0	2	1.0	1.5536801426679716e-08
DNAH10	12	0	0	0	2	1.0	4.555991119101257e-08
DNAH12	3	0	0	0	2	1.0	7.053135636651315e-10
DNAH14	1	0	0	0	1	1.0	3.373539380916334e-05
DNAH17	17	0	0	0	4	1.0	5.663143395205305e-16
DNAH6	2	0	0	0	2	1.0	9.404478766756385e-10
DNAH8	6	0	0	0	1	1.0	0.0002897784651006174
DNAH9	17	0	0	0	1	1.0	0.00029407013945056227
DNAJB1	19	1	0	0	0	2.884631462298642e-06	3.122972220304441e-05
DNAJB7	22	0	0	0	1	1.0	1.7112186062047844e-05
DNAJC13	3	1	0	0	1	2.2836410593554687e-05	9.261993672346611e-09
DNAJC3	13	1	0	0	0	5.372923495283816e-06	3.187931908724607e-05
DNAJC5B	8	0	0	0	1	1.0	1.3713487531595605e-05
DNER	2	0	0	0	1	1.0	4.7223817608972894e-05
DNM1L	12	0	1	0	0	7.782373767077658e-06	4.8289318079809126e-05
DNM3	1	0	0	0	1	1.0	5.881979120586189e-05
DNMT3A	2	0	0	0	1	1.0	7.5694030901892e-05
DOCK10	2	1	0	0	0	1.6340727404801733e-05	0.00012618327374552265
DOCK2	5	0	0	0	1	1.0	0.00012631294632572772
DOCK3	3	0	1	0	0	1.6120515929757295e-05	0.0001418392566409704
DOCK4	7	0	0	0	2	1.0	8.278556155846163e-09
DOCK9	13	0	0	0	1	1.0	0.0
DOK4	16	0	0	0	1	1.0	2.844757596489983e-05
DOPEY1	6	0	1	0	0	2.3129159428233407e-05	0.00014175726366131213
DPF2	11	0	0	0	1	1.0	3.256014829734741e-05
DPF3	14	0	0	0	1	1.0	3.1191955998261335e-05
DPH7	9	0	0	0	1	1.0	2.864174913715312e-05
DPT	1	0	0	0	1	1.0	1.5086039103251256e-05
DPY19L1	7	0	0	0	1	1.0	3.900629950311405e-05
DPYD	1	0	0	0	1	1.0	6.486038116538663e-05
DPYSL5	2	0	0	0	1	1.0	4.842402437874955e-05
DROSHA	5	0	0	0	1	1.0	9.285797903176525e-05
DSC1	18	0	0	0	1	1.0	5.2675790679182283e-05
DSCAML1	11	0	0	0	6	1.0	5.756588924188255e-26
DSE	6	0	0	0	1	1.0	5.626314744013629e-05
DSEL	18	0	0	0	1	1.0	6.876461741367212e-05
DSG2	18	0	0	0	1	1.0	6.602723059354747e-05
DSP	6	0	0	0	1	1.0	0.0001929858886138266
DST	6	0	0	0	1	1.0	0.00029860095372445574
DSTYK	1	0	0	0	1	1.0	7.122334288379606e-05
DTD2	14	0	0	0	1	1.0	1.0818517351030633e-05
DTHD1	4	0	0	0	1	1.0	0.0
DTNA	18	0	0	0	1	1.0	4.800759047158931e-05
DTX1	12	0	0	0	1	1.0	5.2065952990127754e-05
DTX3L	3	0	0	0	1	1.0	4.413211316765398e-05
DUS1L	17	0	0	0	1	1.0	4.29150214409315e-05
DUS3L	19	0	0	0	1	1.0	6.713374477751362e-05
DUSP23	1	0	0	0	1	1.0	6.1520076352145445e-06
DUSP27	1	0	0	0	1	1.0	8.010973496462581e-05
DUSP8	11	0	0	0	1	1.0	2.9902724874181424e-05
DVL1	1	0	0	0	1	1.0	6.585276989219533e-05
DVL2	17	0	0	0	1	1.0	6.0729472237474325e-05
DVL3	3	0	0	0	1	1.0	6.738050636332269e-05
DYNC1LI1	3	0	1	0	0	5.2428706519446516e-06	3.4224767483705904e-05
DYRK1A	21	2	1	0	1	6.227036181508207e-17	3.35523135786769e-19
DYX1C1	15	0	0	0	1	1.0	2.6076309301346046e-05
DZIP1	13	0	0	0	1	1.0	5.9734132605507495e-05
E4F1	16	0	0	0	1	1.0	6.748333629065468e-05
EBF2	8	0	0	0	1	1.0	4.160408067999967e-05
ECE1	1	0	0	0	1	1.0	5.616064078455723e-05
ECE2	3	0	0	0	1	1.0	7.023873724544351e-05
ECI1	16	0	0	0	1	1.0	2.216635107673442e-05
EDC4	16	0	0	0	1	1.0	0.00010203405760288727
EDEM1	3	0	0	0	1	1.0	4.5006950296838035e-05
EDN3	20	0	0	0	1	1.0	1.6824789948482387e-05
EDNRA	4	0	1	0	0	3.646092584135382e-06	2.780634836482693e-05
EEA1	12	0	1	0	0	1.4473000620163475e-05	7.636888015289318e-05
EEF1A2	20	0	0	0	1	1.0	3.73876328274253e-05
EEF2	19	0	0	0	2	1.0	3.003029232292138e-09
EEPD1	7	0	0	0	3	1.0	1.6224513928338472e-14
EFHB	3	0	0	0	1	1.0	4.903830210625413e-05
EFHD2	1	0	0	0	1	1.0	1.8034885711708756e-05
EFNB3	17	0	0	0	1	1.0	2.6541260927706513e-05
EFR3A	8	1	0	0	1	6.695521718020404e-06	1.3299235676616329e-09
EGFL7	9	1	0	0	0	2.3773706025928826e-06	1.9889196836544282e-05
EGR1	5	0	0	0	1	1.0	4.5050618341210216e-05
EHBP1	2	0	0	0	1	1.0	7.591450022942287e-05
EHMT1	9	1	0	0	1	1.2681673409891238e-05	6.424236616624011e-09
EIF2AK4	15	0	0	0	1	1.0	0.00011718026730625528
EIF3D	22	0	0	0	1	1.0	4.357155034380232e-05
EIF3H	8	0	0	0	1	1.0	2.4229298142391717e-05
EIF4A2	3	1	0	0	0	3.998431572511551e-06	2.6864224079792023e-05
EIF4G3	1	0	0	0	1	1.0	9.90015196254867e-05
EIF5A	17	0	0	0	1	1.0	1.137556273449308e-05
EIF5B	2	1	0	0	0	1.2159464014659092e-05	7.079424606462682e-05
ELAC2	17	0	0	0	2	1.0	1.8844810000832127e-09
ELFN2	22	0	0	0	2	1.0	2.9725181195015574e-09
ELL2	5	0	1	0	0	6.110560602350697e-06	4.2385683177603805e-05
ELMO2	20	0	0	0	2	1.0	1.3683780375123136e-09
ELN	7	1	1	0	0	2.9003517775308537e-11	1.466429518135605e-09
ELOF1	19	0	0	0	1	1.0	8.100458480476381e-06
ELOVL6	4	0	0	0	1	1.0	1.7831655997353724e-05
ELP2	18	0	0	0	1	1.0	4.982289381544977e-05
ELP3	8	0	0	0	1	1.0	3.881357977558651e-05
EMC1	1	0	0	0	1	1.0	7.49205186956974e-05
EML3	11	0	0	0	1	1.0	7.297953684278845e-05
EML5	14	0	0	0	1	1.0	0.0001121940083293521
EML6	2	0	0	0	2	1.0	0.0
EMR1	19	0	0	0	1	1.0	5.756064324992797e-05
ENG	9	0	0	0	1	1.0	4.706368971915847e-05
ENKD1	16	0	0	0	1	1.0	3.083214429882796e-05
ENPP2	8	0	0	0	1	1.0	6.210670391151727e-05
ENPP5	6	0	0	0	1	1.0	2.8079337893471436e-05
ENTPD3	3	0	0	0	1	1.0	3.234186085268648e-05
EP300	22	1	1	0	2	2.8053097770594385e-10	2.7197992613970156e-17
EP400	12	0	1	0	1	2.9367157245552417e-05	3.0472066612883697e-08
EPB41L4A	5	0	1	0	0	8.013635940497776e-06	4.959365070912175e-05
EPDR1	7	0	0	0	1	1.0	1.754770730384074e-05
EPHA1	7	0	0	0	1	1.0	7.378054173914858e-05
EPHA4	2	0	0	0	1	1.0	7.044980038025566e-05
EPHA7	6	1	0	0	0	9.385689088390784e-06	6.229164819810397e-05
EPN3	17	0	0	0	1	1.0	5.4198520499819594e-05
EPPK1	8	0	0	0	2	1.0	2.1134063025556046e-08
EPS8L1	19	0	0	0	1	1.0	6.350404859998362e-05
EPS8L2	11	0	0	0	1	1.0	5.381006729734233e-05
EPT1	2	0	0	0	1	1.0	2.180138849813178e-05
ERBB2	17	0	0	0	1	1.0	9.667859948196033e-05
ERBB2IP	5	0	0	0	1	1.0	7.731628430459552e-05
ERBB3	12	0	0	0	1	1.0	9.38588135391975e-05
ERCC3	2	0	0	0	1	1.0	5.7954311082494184e-05
ERCC5	13	0	0	0	2	1.0	2.9956111976722572e-09
ERCC6-PGBD3	10	0	0	0	1	1.0	0.0
ERF	19	0	0	0	1	1.0	4.937562687208469e-05
ERI1	8	0	0	0	1	1.0	1.9109905465824074e-05
ERI2	16	0	0	0	1	1.0	1.5546235350833074e-05
ERLIN2	8	0	0	0	1	1.0	2.1312303863578354e-05
ERP29	12	0	0	0	1	1.0	1.884743689172958e-05
ERRFI1	1	0	0	0	1	1.0	2.9220417868180265e-05
ERVMER34-1	4	0	0	0	1	1.0	0.0
ESAM	11	0	0	0	1	1.0	2.7632257522020106e-05
ESRP2	16	0	0	0	1	1.0	6.0859208851231016e-05
ETS1	11	1	0	0	0	4.1299769474717065e-06	3.242063719568574e-05
EVI2B	17	0	1	0	0	3.04517203057989e-06	2.3079161410667415e-05
EVX1	7	0	0	0	1	1.0	3.394153576261428e-05
EXD3	9	0	0	0	1	1.0	6.404691178143158e-05
EXOC1	4	0	0	0	1	1.0	5.352035223445225e-05
EXOSC4	8	0	0	0	1	1.0	2.3706667661388693e-05
EXT2	11	0	0	0	1	1.0	5.2269694798843436e-05
EXTL1	1	0	0	0	1	1.0	4.726748146779046e-05
EXTL3	8	0	0	0	1	1.0	7.648383822772052e-05
EYA1	8	1	0	0	0	6.327286480482694e-06	3.981090359467885e-05
EYS	6	0	0	0	1	1.0	4.441342377592231e-05
EZH1	17	0	0	0	1	1.0	5.038995949147387e-05
EZR	6	0	0	0	2	1.0	1.062066871219236e-09
F2RL2	5	0	0	0	1	1.0	2.1434794092384485e-05
F2RL3	19	0	0	0	1	1.0	3.653703700911714e-05
FABP2	4	0	0	0	1	1.0	8.465239345470412e-06
FADS3	11	0	0	0	1	1.0	2.7218608616643607e-05
FAM101A	12	0	0	0	1	1.0	1.4110550824815629e-05
FAM110B	8	0	0	0	1	1.0	3.2220478670057564e-05
FAM124A	13	0	0	0	1	1.0	4.235130704508267e-05
FAM124B	2	0	0	0	1	1.0	1.7141846719259736e-05
FAM134A	2	0	1	0	0	4.154499650283698e-06	2.9955909139088136e-05
FAM135A	6	0	0	0	3	1.0	7.133816844985417e-14
FAM135B	8	0	0	0	1	1.0	9.108805975601377e-05
FAM149B1	10	0	0	0	1	1.0	0.0
FAM161A	2	0	0	0	1	1.0	4.212191743668427e-05
FAM171B	2	0	0	0	1	1.0	5.0205188259269676e-05
FAM174B	15	0	0	0	1	1.0	8.278137262981637e-06
FAM178A	10	0	0	0	2	1.0	2.305543522213986e-09
FAM179B	14	0	0	0	1	1.0	0.00010933058174480956
FAM188A	10	0	0	0	1	1.0	2.6644874048848673e-05
FAM194A	3	0	0	0	1	1.0	4.337885214220619e-05
FAM196B	5	0	0	0	1	1.0	0.0
FAM200A	7	0	1	0	0	2.8047248358245146e-06	7.09849346721828e-06
FAM208B	10	0	0	0	1	1.0	0.000137120453432029
FAM217B	20	0	0	0	1	1.0	2.33609865853969e-05
FAM21C	10	0	0	0	1	1.0	7.803881825993277e-05
FAM46A	6	1	0	0	0	3.275996700991723e-06	3.380395901910021e-05
FAM65C	20	0	0	0	1	1.0	7.38439359013067e-05
FAM71C	12	0	0	0	1	1.0	1.658450863801567e-05
FAM72A	1	1	0	0	0	1.2088724983820946e-06	8.74137669104247e-06
FAM73A	1	0	0	0	1	1.0	3.863426847856221e-05
FAM76A	1	0	0	0	1	1.0	1.7102639410543996e-05
FAM83G	17	0	0	0	1	1.0	7.233601750389098e-05
FAM83H	8	0	0	0	1	1.0	9.676804988174348e-05
FAM84A	2	1	0	0	0	2.3994570998692112e-06	2.9200935198395658e-05
FAM89A	1	0	0	0	1	1.0	6.9334771947498756e-06
FAM8A1	6	0	0	0	1	1.0	3.112758408859996e-05
FAN1	15	0	0	0	1	1.0	6.908882216118363e-05
FANCM	14	1	0	0	0	1.8315234301758927e-05	0.00012533916821127553
FARSB	2	0	0	0	1	1.0	3.845648771259032e-05
FAT2	5	0	1	0	0	3.26639003259163e-05	0.00028300705202649937
FAT3	11	0	0	0	1	1.0	0.0002991615844078698
FAT4	4	0	0	0	3	1.0	5.3464227574944794e-12
FAXC	6	0	0	0	1	1.0	2.7273169779599028e-05
FBN1	15	0	0	0	3	1.0	1.4166151393931528e-12
FBN2	5	0	0	0	1	1.0	0.00020650815129738705
FBN3	19	0	0	0	2	1.0	2.829701517372893e-08
FBXO10	9	0	0	0	2	1.0	2.664651576327838e-09
FBXO11	2	0	0	0	1	1.0	5.23198550859743e-05
FBXO16	8	0	0	0	1	1.0	1.925528569664538e-05
FBXO21	12	0	0	0	1	1.0	4.416959761275781e-05
FBXO31	16	0	0	0	1	1.0	4.668126227645923e-05
FBXO4	5	0	0	0	1	1.0	1.3889006956526701e-05
FBXO8	4	0	0	0	1	1.0	1.9192451514592948e-05
FCAR	19	0	1	0	0	2.784755960085242e-06	2.0169621764696112e-05
FCHO1	19	0	0	0	1	1.0	7.384006977964475e-05
FCHSD1	5	0	0	0	1	1.0	5.092749978472607e-05
FERMT1	20	0	0	0	1	1.0	4.450362884611874e-05
FERMT2	14	0	0	0	1	1.0	4.157997672189998e-05
FEZ1	11	0	1	0	1	8.913240902029855e-07	2.7332737625164926e-11
FEZ2	2	1	0	0	0	2.5350408627450757e-06	1.6131846007476813e-05
FGF12	3	0	0	0	1	1.0	1.9747886462157052e-05
FGF14	13	0	0	0	1	1.0	1.5196131135684895e-05
FGFR2	10	0	0	0	2	1.0	1.7889265770661236e-09
FGFR3	4	0	0	0	1	1.0	6.608517454943362e-05
FGFR4	5	0	0	0	1	1.0	7.415687105760861e-05
FHL3	1	0	0	0	1	1.0	2.3923727969035155e-05
FIG4	6	0	0	0	1	1.0	5.831930654795565e-05
FIGF	X	0	0	0	1	1.0	5.3311635981211166e-06
FIGN	2	1	0	0	0	5.523549432514646e-06	4.925270198335435e-05
FILIP1L	3	0	0	0	1	1.0	6.539963053983492e-05
FIP1L1	4	0	0	0	1	1.0	4.396836799775446e-05
FLG	1	0	0	0	1	1.0	0.0002835181565096829
FLII	17	0	0	0	2	1.0	5.709557446162006e-09
FLNC	7	0	0	0	1	1.0	0.00023465412321582764
FLOT2	17	0	1	0	0	4.158311623943476e-06	3.669495350768616e-05
FLRT3	20	0	0	0	1	1.0	4.0112149953595376e-05
FLT1	13	0	1	0	0	1.2485940444880543e-05	8.69026792271161e-05
FLT3	13	0	0	0	1	1.0	6.110090414902065e-05
FLT4	5	2	0	0	1	8.158937820154414e-11	3.078915723039019e-13
FLYWCH1	16	0	0	0	1	1.0	5.375693177970447e-05
FMN1	15	0	0	0	2	1.0	2.4486455029460774e-09
FMNL1	17	0	1	0	0	9.48191334457158e-06	7.25301839113272e-05
FN1	2	0	0	1	0	1.0	0.0001726470871508282
FN3K	17	0	1	0	1	3.1702581424001137e-06	2.7010255752704136e-10
FNDC1	6	0	0	0	1	1.0	0.0001316695650618578
FNDC3A	13	0	0	0	1	1.0	7.305128412642409e-05
FOXA2	20	0	0	0	1	1.0	3.821486137846739e-05
FOXC1	6	0	0	0	1	1.0	2.416256554874182e-05
FOXD1	5	0	0	0	1	1.0	0.0
FOXI1	5	0	0	0	1	1.0	2.8577938378921575e-05
FOXK1	7	0	0	0	1	1.0	5.188513841874488e-05
FOXK2	17	0	0	0	1	1.0	5.542911004200112e-05
FOXM1	12	0	1	0	0	6.951365710307919e-06	5.5290299581447e-05
FOXP1	3	1	1	0	1	2.8372684531739088e-11	1.8910241148644413e-14
FOXP2	7	0	0	0	1	1.0	4.606114306392803e-05
FOXP4	6	0	0	0	1	1.0	5.138218635668192e-05
FOXR1	11	0	0	0	1	1.0	2.1669787754816726e-05
FOXRED1	11	0	0	0	1	1.0	3.803799560549938e-05
FRAS1	4	0	0	0	1	1.0	0.00025325720000112916
FREM2	13	0	0	0	1	1.0	0.00021965144389630468
FRMD3	9	0	0	0	1	1.0	3.5706327949187656e-05
FRMD5	15	0	0	0	1	1.0	3.773636591016379e-05
FRMPD2	10	0	0	0	1	1.0	8.326088825663717e-05
FRY	13	0	1	0	0	3.0044576284834877e-05	0.0002010319145665037
FRYL	4	2	1	0	0	4.14835268851039e-15	1.0325146246109814e-12
FRZB	2	0	0	0	1	1.0	2.7107488195862198e-05
FSIP1	15	0	0	0	1	1.0	3.195985434127375e-05
FTSJ2	7	0	0	0	1	1.0	1.947746580431288e-05
FTSJ3	17	1	0	0	0	9.487973400192928e-06	6.493716893288513e-05
FUK	16	1	0	0	0	9.451525193913068e-06	7.767697941284312e-05
FZD3	8	0	0	0	1	1.0	4.4785991020568674e-05
FZD8	10	0	0	0	1	1.0	6.019256625034494e-05
GAB3	X	0	0	0	1	1.0	8.698436116621119e-06
GABRG3	15	0	0	0	1	1.0	3.09621867645374e-05
GABRP	5	0	0	0	1	1.0	3.060562174907431e-05
